name
armina
arminė
arminija
arminta
armintė
arna
arneta
arnetė
arnė
arnolda
arona
aronė
arsena
arsenija
arta
artautė
artemida
artemidė
artemizija
artė
artūra
artūrė
arūna
arūnė
arvaida
arvaidė
arvida
arvidė
arvilė
arvina
arvyda
arvydė
asija
askitrija
aspazija
asta
astera
asterija
astė
astija
astorija
astra
astrė
astrėja
astrida
ašara
ata
atalija
atanazija
atėna
atėnė
atija
atilija
atlanta
atlantė
atolija
auda
audangė
audinga
audmantė
audra
aūdrė
audrėja
audrija
audrimantė
audrina
audrona
audronė
audronija
audruolė
audrūnė
auga
augenė
aūgė
aūgina
auginija
augintė
augmantė
augmilė
augmina
augtara
augtarė
augunda
augusta
augustė
augustina
augvilė
auksa
auksė
auksėja
auksina
auksuolė
auksutė
aura
aurela
aurelė
aurelija
aurė
aurėja
aurima
aurimantė
aurimė
aurinija
aurinta
aurita
aurora
aurutė
ausma
ausmėja
austa
austė
austėja
austra
austrėja
austrija
aušra
aušrelė
aūšrė
aušrina
aušrinė
aušrytė
aušronė
aušrutė
aušrūnė
auštara
aušvilė
aušvyda
aušvydė
auzonija
ava
avelija
avija
avita
avstralija
azalija
azarija
ažuolė
balandis
balis
balius
balys
baltazaras
baltys
baltramiejus
baltras
baltrus
bangis
banguolis
barintas
baris
barnabas
bartas
bartautas
bartenis
bartolomėjus
bartvydas
barvydas
bazilidas
bazilijus
beatas
beiminas
beinoras
benadas
benas
benediktas
benetas
benignas
benis
benitas
benius
benjaminas
benonas
benonis
bentis
benvenutas
berčius
berkantas
berkas
bernardas
bernardinas
bertas
bertautas
bertis
bertoldas
beržas
bijūnas
birmantas
bytautas
bjornas
blažiejus
blažys
bogumilas
bolesas
bolesis
bolesius
boleslavas
boleslovas
bolis
bolius
bolys
bonas
bonaventūras
bonifacas
bonifacijus
bonitas
bonius
borisas
borislavas
bradlis
bretas
brigitas
bronas
bronis
bronislavas
bronislovas
bronius
bronys
brunas
brunonas
budginas
budvydas
butautas
butvydas
balanda
balbina
baltija
banga
banguolė
bangutė
bara
barbara
barbė
barbora
barė
bargailė
barnarda
bartautė
bartė
bartvilė
bazilė
bazilija
beata
beatričė
beatrisa
beinora
beka
bela
belita
bena
benada
benedikta
benediktė
benė
benigna
benita
benjamina
benona
bentė
bergailė
bernada
bernadeta
bernadė
bernadina
bernarda
bernardeta
bernardė
berta
bertautė
bertina
beržūna
beta
bijūnė
birutė
birutėlė
bitė
bytautė
blanda
blandė
blanka
bogoslava
bogumila
boguslava
boleslava
boleslova
bona
bonaventūra
bonifaca
bonifacija
bonita
branguolė
breta
brigita
bronė
bronislava
bronislova
bruknė
bruna
brunhilda
brunona
budvilė
butgailė
charitonas
charlampijus
chesus
chuanas
celestinas
celinas
cezaras
cezarijus
cezaris
cezijus
chalifija
chenija
cheonija
chimena
chionija
chrisija
cecilė
cecilija
celerina
celestė
celestina
celina
cezara
cezarija
cezė
cilė
cilija
civija
česis
česius
česys
česlovas
čiogintas
čiovydas
čelsija
česė
česlava
česlova
dacijus
dagnis
dagnius
dailis
daimantas
daimas
dainaras
dainas
dainis
dainius
dainys
dainoras
dainotas
dainutis
dalijus
dalimantas
dalis
dalius
dalys
damas
damazas
damianas
damijonas
danas
dangiras
dangirdas
dangirijus
dangiris
dangirius
dangis
dangius
danguolis
danielas
danielis
danielius
danijus
danis
danius
danys
daras
dargaudas
darginas
dargiras
dargirdas
dargiris
dargis
dargvilas
darijus
daris
darius
darmantas
darminas
darmintas
dartautas
darutis
darvilas
darvinas
darvydas
dasijus
daubaras
daugailis
daugantas
daugardas
daūgas
daugilas
daugintas
daūgiras
daugirdas
daūgis
daugmantas
daūgotas
daugvidas
daugvilas
daugvinas
daugvydas
daugys
daujotas
daukantas
daukvydas
daumantas
daumilas
daumintas
dauras
daurimas
dauris
daurius
dautaras
dautartas
dauvydas
davidas
davis
deboras
deimantas
deimantis
deimas
deimilas
deimilis
deimilius
deiminas
deimintas
deimis
deinaras
deinas
deinius
deinoras
deivaldas
deivas
deividas
deivilas
deivinas
deivis
deivius
deivydas
deksteris
delfinas
delijus
demas
dementijus
demetrijus
demetris
demetrius
demis
denas
denis
denisijus
denius
denys
deodatas
devinas
dianas
didimas
didmantas
diegas
diemedis
dignas
dijanas
dijus
dilanas
dilius
dimas
dimitrijus
dimitris
dimitrius
dinas
dinis
diodoras
diomedas
dionas
dionisijus
dionizas
dionizijus
dionyzas
dirmantas
ditas
dmitrijus
dobilas
domantas
domas
domedas
domicijus
domilas
domilis
domingas
domininkas
dominykas
domintas
donaldas
donardas
donas
donatas
donis
donius
doras
dormantas
dorotas
dorotėjus
dorotis
dovaidas
dovainis
dovaldas
dovardas
dovas
dovijus
dovilas
dovilijus
dovilis
dovilius
doviltas
dovis
dovydas
dravis
dravys
drasis
drasius
drasutis
dromantas
dzidas
dzidoris
dzidorius
džeikas
džeikobas
džeimis
džeimsas
džimas
džimis
džiugas
džiugimantas
džiugintas
džonas
džonis
džordanas
džovanis
dafnė
dagilė
dagmara
dagna
dagnė
daiga
dailė
daima
daimanta
daimantė
daina
dainara
dainarė
dainava
daineta
dainė
dainida
dainora
dainorina
dainuolė
dainutė
daiva
daivilė
daivina
daivita
daivutė
dakota
daleta
dalė
dalia
dalija
dalytė
damiana
damijona
dana
danė
danėja
danga
dangė
dangilė
dangina
dangira
dangirda
dangirė
dangirija
danguolė
danguolija
daniela
danielė
danija
danuta
danutė
dara
darata
darė
dargailė
dargilė
dargirė
dargvilė
darija
darina
darma
darmantė
darmilė
darutė
darvida
darvilė
darvyda
daugailė
daugilė
daugirda
daugvilė
daugvydė
daujotė
daukantė
daumantė
daumilė
dausa
dautarė
davidė
debora
debra
deima
deimanta
deimantė
deimena
deimė
deimilė
deimina
deiminta
deimintė
deina
deinara
deinora
deiva
deivė
deividė
deivija
deivilė
deivina
deivita
deivyda
deivydė
dela
delė
delfina
delicija
delija
dema
demetra
demetrija
dena
denė
denisija
deodata
despina
devina
dezdemona
deziderija
diana
diena
digna
dignė
dija
dijana
dilana
dilara
dilė
dilija
dima
dimitra
dimitrija
dina
dingailė
dioniza
dionizija
dionyza
dita
ditė
divina
dobilė
dobroslava
dolora
doloresa
dolorė
dolorosa
doma
domantė
dometa
domė
domicelė
domicė
domicėlė
domicija
domilė
domilija
dominga
domininka
dominyka
dominta
domnija
domnikija
dona
donalda
donata
donatė
donatilė
donė
donija
donvina
dora
dorė
dormantė
dorota
dorotė
dorotėja
dovaidė
dovainė
dovaldė
dovė
dovilė
dovilija
doviltė
dovinė
dovyda
dovydė
drasa
drasė
drasutė
drovydė
duonė
dzidra
džiuga
džiugailė
džiuganta
džiugė
džiugilė
džiuginta
džiugita
džordana
džulija
edas
edenas
edgaras
edgardas
edis
edisonas
editas
edmas
edmundas
eduardas
edvardas
edvilas
edvilius
edvinas
edvydas
efremas
egbertas
egidas
egidijus
egidis
egilas
egilis
egimantas
egis
eglius
eglūnas
egmontas
egonas
egonis
ėglius
eibaras
eibartas
eidas
eidenis
eidigintas
eidimantas
eidimtas
eidintas
eidivaldas
eidmantas
eidminas
eidotas
eidvidas
eidvilas
eidvilis
eidviltas
eidvinas
eidvydas
eigantas
eigardas
eigaudas
eigimantas
eiginas
eigindas
eigintas
eigirdas
eigydas
eigmantas
eigminas
eigvidas
eigvirdas
eikantas
eikintas
eimanas
eimantas
eimas
eiminas
eimintas
eimis
eimius
eimonas
eimutis
einaras
einartas
einas
einis
einius
einys
einoras
einorius
eirimas
eiris
eismantas
eisminas
eisvidas
eisvinas
eisvydas
eitaras
eitarius
eitas
eitautas
eitmantas
eitminas
eitnoras
eitonas
eitvaldas
eitvidas
eitvilas
eitviltas
eitvydas
eivaldas
eivardas
eivas
eividas
eivilas
eivilis
eiviltas
eivinas
eivis
eivitas
eivydas
eivys
eladas
eladijus
elas
eldijus
elegijus
elenas
eleuterijus
elfridas
elgirdas
elidas
elidijus
eligas
eligijus
eligis
eligius
elijas
elijus
elimanas
elimantas
elingas
eliotas
elis
elitas
elius
eliziejus
elmanas
elmantas
elmaras
elmas
elminas
elmis
elnaras
elnias
elnis
elnoras
elonas
elvidas
elvijus
elvinas
elvis
elvyras
elvys
emanuelis
emas
emerikas
emetas
emilas
emilijonas
emilijus
emilis
emilius
emiras
emis
enas
enėjas
engelbertas
enijus
enis
enius
enrikas
enris
epifanas
epifanijus
erastas
erazmas
erdas
erdenis
erdis
erdmanas
erdmantas
erdvilas
erdvilis
erdvilius
erdvinas
erhardas
erikas
erinas
erinijus
erlandas
erlingas
ermantas
ermijus
ermilijus
erminas
ermindas
erminijus
ermintas
ermis
ernandas
ernas
ernestas
ernestinas
ernis
ernius
ernstas
ersilijus
ertmonas
ervaidas
ervaldas
ervidas
erviltas
ervinas
ervis
esmeraldas
estelas
esteras
etanas
etas
etmonas
eugenas
eugenijus
eugenius
eulogijus
eusebijus
eustachas
eustachijus
eustafijus
eustazijus
euzebijus
evaldas
evaldis
evanas
evaristas
evas
evelinas
everistas
evijus
ezra
eda
edena
edgara
edita
editė
edma
edmantė
edmilė
edmunda
edmundė
edrija
eduarda
edvarda
edvilė
edvina
efrema
egida
egidė
egidija
egila
egilė
egilija
eginta
eglė
eglija
eglina
eglita
egvilė
eibartė
eida
eidenė
eidė
eidimantė
eidimtė
eidivalda
eidmantė
eidmina
eidvida
eidvila
eidvilė
eidvilija
eidvina
eigaudė
eigilė
eiginta
eigintė
eigirda
eigirdė
eigmantė
eigmina
eigvilė
eikvilė
eima
eimanta
eimantė
eimė
eimilė
eimilija
eimina
eiminta
eimutė
einara
einartė
einė
einora
einorė
eira
eirima
eirimė
eiskantė
eismantė
eismina
eisra
eisvaldė
eisvė
eisvilė
eisvina
eisvyda
eisvydė
eita
eitara
eitarė
eitautė
eitmantė
eitmilė
eitvidė
eitvilė
eitviltė
eitvyda
eitvydė
eiva
eiveta
eivė
eivida
eivija
eivilė
eiviltė
eivina
eivita
eivyda
eivydė
ela
elada
eladija
eldija
elegija
elektra
elena
eleonora
elė
elėja
elfrida
elfridė
elga
elgė
elgina
elgira
elida
elidija
eliga
eligija
elija
elina
elinga
elinora
elita
eliza
elma
elmanta
elmantė
elmė
elmina
elminta
elmyra
elnara
elnora
elona
elva
elveta
elvida
elvija
elvina
elvyra
elza
elzbieta
elzė
elžbieta
elžbietė
ema
emanuela
emanuelė
emerencija
emerita
emeta
emila
emilė
emiliana
emilija
emilijona
emilita
emira
ena
enė
enija
enrika
epifana
epifanija
era
erda
erdenė
erdmė
erdvė
erdvilė
erdvyda
erika
erina
erinė
erinija
erlanda
erlandė
erlinga
erma
ermanta
ermantė
ermina
erminda
erminė
erminija
erminta
erna
ernanda
ernesta
ernestė
ernestina
ernestinė
erta
ertmė
ervida
erviltė
ervina
esija
esma
esmeralda
esmė
esmėja
estela
estelė
estelita
estera
esterė
estrėja
eta
etmė
eudokija
eufemija
eufrazija
eufrosinija
eufrozina
eugenė
eugenija
eulalija
eulogija
eunikė
eupraksija
eutropija
eva
evalda
evaldė
evangelija
evarista
evelija
evelina
evija
evita
fabianas
fabijas
fabijonas
fabijus
faridas
faustas
faustinas
felicijonas
felicijus
feliksas
felius
femijus
feodosijus
feognijus
ferdinandas
fernandas
fidas
fidelis
fidelius
filemonas
filibertas
filogonijus
flavijus
floras
florentas
florentijus
florentinas
florianas
florijonas
florindas
fortūnas
fortūnatas
fotijus
fredas
frederikas
fredis
frėjus
fridas
fridis
fridrichas
fridrikas
fulgencijus
fulgentas
fulgentijus
fulgis
fabiana
fabija
fabijona
fabijonė
fanasija
fanija
fardanija
farida
fatima
fatma
fausta
faustė
faustėja
faustina
fauzija
febrona
febronija
fela
felė
felicija
felicijona
felicita
felicitė
feličija
felija
feliksa
feliksė
felina
fema
femija
fenija
feodosija
feodotija
feofanija
feoktistija
feonija
feopistija
feotinija
ferdinanda
fernanda
fetinija
fevronija
fėja
fida
fidelė
fidelija
filė
filija
filimonija
filomena
filotėja
fiona
fionija
firmina
flavija
flora
florencija
florentina
floriana
florida
florija
florijona
florinda
fortūna
fortūnata
fotinija
freda
frederika
frėja
frida
friderika
fridrika
frigija
fronija
frosinija
fulgenta
gabijus
gabis
gabrielis
gabrielius
gabris
gabrys
gailimantas
gailintas
gailis
gailius
gailutis
gaimantas
gaivaldas
gaivilas
gaivis
gajus
galaktijonas
galigintas
galijus
galius
galmantas
galminas
galvirdas
galvydas
gandis
gantas
gantautas
garijus
gasparas
gaudas
gaudenis
gaudentas
gaudminas
gaudrimas
gaudrius
gaudvidas
gaudvilas
gaudvinas
gaudvydas
gedartas
gedas
gedautas
gedeonas
gedgaudas
gediminas
gedmantas
gedmas
gedminas
gedmintas
gedrimas
gedrius
gedutis
gedvaldas
gedvardas
gedvidas
gedvilas
gedvilis
gedvinas
gedvydas
gegužis
geidas
geidvydas
geimantas
geiminas
geismantas
geistautas
geistys
geisvydas
geitautas
geitvydas
geividas
geivydas
gelas
gelgaudas
gelijus
gelmantas
gelmijus
gelminas
gelmis
gelmius
gelmys
gelvinas
gelvis
gemas
geminas
genadas
genadijus
genardas
genas
gendras
gendriminas
gendrius
gendvilas
gendvilis
gendvydas
genijus
genis
genius
genys
genovaitis
georgas
georgijus
geraldas
gerardas
geras
gerasimas
gerdas
gerdis
gerhardas
gerimantas
gerius
germanas
germantas
germilis
germinas
germintas
gerontijus
gertaras
gertas
gertautas
gertis
gertrūdas
gertvydas
gervaldas
gervasijus
gervazas
gervidas
gervydas
gestautas
getautas
gidas
gidijus
giedras
giedrimas
giedris
giedrius
giedrys
gijas
gijus
gilbertas
gildas
gilius
gilmantas
gilmintas
gilvinas
gilvydas
gimas
gimbutas
ginas
gindas
giniotas
ginius
gintaras
gintarijus
gintaris
gintarius
gintas
gintautas
gintenis
gintis
gintvidas
gintvilas
gintvilis
gintvydas
ginutis
ginvilis
ginvydas
giras
girdas
girdenis
girdijus
girdutis
girdvaldas
girdvilas
girdvydas
girimantas
giris
girius
girmantas
girmintas
girstautas
girstis
girtautas
girvidas
girvilas
girvinas
girvydas
giržadas
gydas
gytautas
gytenis
gytas
gytis
glaudijus
godas
gojus
gomantas
gordijus
gostautas
gotaras
gotardas
gotautas
gotfridas
gotis
gracas
gracijonas
gracijus
gracis
gracius
grantas
gratas
gražvidas
gražvilas
gražvilis
gražvydas
gražvydis
gregas
gregoras
gregorijus
gregoris
gretas
grigalius
grigas
grigorijus
grintas
grintautas
grinvidas
grinvydas
grožvydas
gruodis
gunaras
gundas
gunteris
guodas
gurijus
gustas
gustautas
gustavas
gustinas
gustis
gutas
gutautas
gvidas
gvidmantas
gvidonas
gabeta
gabė
gabėta
gabija
gabrė
gabriela
gabrielė
gaida
gaila
gailenė
gailė
gailija
gailimantė
gailina
gailinta
gailutė
gairė
gaiva
gaivė
gaivilė
gaivilija
gaivina
gaivutė
gaja
galatėja
galija
galina
galinda
gamtė
ganda
gandė
gantautė
gantė
gardenija
garsė
gauda
gaudencija
gaudenė
gaudenta
gaūdė
gaudija
gaūdilė
gaudimantė
gaudrė
gaudrimė
gaudvilė
gaudvydė
gausantė
geda
gedenė
gedilė
gedimina
gediminė
gedma
gedmantė
gedmilė
gedmina
gedminė
gedminta
gedmintė
gedra
gedrė
gedrima
gedrimė
gedvida
gedvila
gedvilė
gedvilija
gedvina
gedvinė
gedvyda
gedvydė
gedvyga
gegutė
geida
geidė
geidvilė
geimina
geismantė
geistarė
geistautė
geistė
geisva
geisvilė
geisvina
geitautė
geitvilė
gela
gelė
gelija
gelma
gelmantė
gelmė
gelmina
gelminė
gema
gemina
gemonija
gena
genadė
genadija
gendra
gendrė
gendvilė
genė
genija
genovaita
genovaitė
genutė
geordija
georgija
gera
geralda
gerarda
gerda
gerimanta
gerimantė
gerinta
gerlinda
germa
germana
germanta
germantė
germilė
germina
germinta
gerta
gertautė
gertė
gertrūda
gervilė
gervydė
gesmantė
gesta
gestautė
geta
getautė
gėla
gėlė
gėliūnė
gida
gidija
giedra
giedrė
giedrija
giedrima
giedrimė
giedrūna
giedrūnė
gija
gila
gilanda
gilberta
gilda
gildė
gileta
gilė
giligeda
giligina
gilija
gilma
gilmantė
gilmė
gilmina
gilminta
gilmintė
gilvida
gilvilė
gilvina
gilvyda
gilvydė
gina
ginda
gindvilė
gineta
ginta
gintara
gintarė
gintarija
gintauta
gintautė
gintenė
gintė
gintilė
gintutė
gintvilė
gintvilija
gintvydė
ginvilė
ginvyda
ginvydė
girda
girdenė
girdutė
girdvilė
girdvydė
girenė
girma
girmanta
girmantė
girmintė
girstautė
girstenė
girstė
girtautė
girvilė
gita
giulija
gynėvė
gyta
gytautė
gytenė
gytė
glikerija
glodija
glorija
gluosnė
goda
godė
goja
gonorija
gordija
gorislava
gortenzija
gostautė
gota
gotautė
gotė
graciana
gracija
gracijona
gradislava
granija
granta
grantė
grasė
grasilda
grasildė
grasilė
grata
gražbylė
gražina
gražinutė
gražmintė
gražvida
gražvidė
gražvilė
gražvilija
gražvyda
gražvydė
greta
gretė
grėta
grėtė
grigorija
grina
grinė
grinija
gryta
grytė
grožvyda
gudrė
gulfija
gunda
gundė
guoba
guoda
guosnė
guosta
guostė
gusnė
gusta
gustautė
gustava
gustė
gustina
guzalija
gvena
gvida
gvidė
gvidmantė
gvidonė
hansas
haraldas
harimantas
haris
harius
haroldas
hedas
hektoras
helijas
helijus
heliodoras
helius
helmutas
helvijas
helvijus
henrikas
henris
heraklis
herbertas
herkus
hermanas
hermantas
hermas
hermenegildas
hermis
hiacintas
higinas
hilaras
hilarijus
hilaris
hiliaras
hiliarijus
hiliarius
honoratas
honorijus
horacijus
horstas
hubertas
hugas
humbertas
hadija
halina
harolda
heda
heida
heidė
hela
helena
helenė
helė
helga
helija
heliodora
helvija
henrieta
henrika
herberta
herma
hermantė
hermenegilda
herminija
hersilija
hiacinta
higina
hila
hilara
hilarija
hilda
hildegarda
hildė
hiliara
honė
honorata
hortenzija
huberta
hulda
idalijus
idas
idilijus
ignacas
ignacijus
ignacius
ignas
ignatijus
ignis
ignius
ignotas
ilarijus
ildas
ildefonsas
ilijas
ilijus
ilmantas
ilmaras
ilmis
ilonas
ilvydas
imanas
imantas
iminas
inas
indrajas
indras
indrius
ingas
ingis
ingridas
ingvaras
ingvardas
inis
inocentas
inokentijus
intas
ipatijus
ipolis
ipolitas
ipolius
irenas
irenėjas
irenėjus
ireniejus
irenius
irgintas
irimantas
irinijus
irius
irmantas
irmas
irminas
irtas
irtautas
irvidas
irvis
irvydas
isaakijus
isakijus
ivanas
ivas
ivolijus
ivonas
izaokas
izidoras
izidoris
izidorius
izmaelis
izoldas
izraelis
ida
idalija
idija
idilė
idilija
ieva
ifigenija
iglesija
iglė
igna
ignė
ija
ilarija
ilda
ilė
ilga
iliarija
ilija
ilitija
iliumina
iliuminata
iliuzija
ilma
ilmanta
ilmantė
ilmeda
ilmena
ilmė
ilmėda
ilona
ilva
ilvydė
ilza
ilzė
ima
imantė
imelda
imina
ina
indija
indra
indraja
indrė
indrėja
indrija
inesa
inesė
ineza
inė
inga
ingeborga
ingė
ingrida
inocenta
inta
interija
ipolita
ira
irena
irenė
irgina
irginta
irina
irinija
irma
irmanta
irmantė
irmgarda
irmgardė
irmina
irminta
irta
irtautė
irtė
irūna
irūnė
irvyda
irvydė
isabela
isabelė
ismena
isra
italija
iva
iveta
ivija
ivona
ivonė
iza
izabela
izabelė
izidora
izolda
jacintas
jackus
jadvygas
jakimas
jakobas
jakopas
jakovas
jakubas
janas
janis
janius
janys
januaras
januarijus
januaris
januarius
jaras
jaris
jasonas
jaugirdas
jaukantas
jaunis
jaunius
jaunuolis
jaunutis
jaurimas
jautrius
jefremijus
jeleferijus
jeremijas
jeronimas
jevdokijus
jevdoksijus
jevfimijus
jevgenas
jevgenijus
jevgrafijus
jevlampijus
jevmenijus
jevsevijus
jevsignijus
jevstafijus
jevstratijus
jevtichijus
jėgas
jėzus
joakimas
joanas
joanikijus
joanis
jodaras
joelis
jogaila
jogantas
jogaudas
jogilas
jogimantas
jogintas
jogirdas
jogminas
jogundas
jokimas
jokintas
jokūbas
jolantas
jomantas
jomilas
jomilis
jonas
jonatanas
jonis
jonius
joranas
joras
jordanas
joridas
jorigis
jorimas
jorintas
joris
jorius
jorūnas
jostautas
josvaldas
josvydas
jotauras
jotautas
jotvilas
jotvingas
jotvingis
jotvis
jotvydas
jovaidas
jovaldas
jovaras
jovas
jovidas
jovilas
joviltas
jovinas
jovirdas
jovis
jovitas
jovydas
judris
judrius
julas
julianas
julijonas
julijus
julis
julius
julys
junijus
juozapas
juozapatas
juozas
juozis
juras
jurginas
jurgis
jurgys
jurijus
juris
jurius
jurmantas
justas
justinas
justis
jutas
juvenalis
juvencijus
juventas
juventinas
juzefas
juzis
jūras
jūratis
jūrijus
jūris
jūrius
jacinta
jadvyga
jadzė
jakobė
jana
janė
janina
janislava
januarija
jara
jaroslava
jaunė
jaunutė
jausmė
jaustė
jautra
jautrė
jefrasija
jefrosija
jefrosinija
jekaterina
jelena
jepicharija
jepifanija
jepistimija
jeronima
jesenija
jevanfija
jevdokija
jevfalija
jevfimija
jevfrosinija
jevgenija
jevlalija
jevlampija
jevnikija
jevpraksija
jevstolija
jieva
joana
joanė
joelė
jogailė
jogilė
jogilija
jogina
joginta
jogintė
jogunda
jogundė
jogvilė
jokūba
jokūbė
jola
jolanta
jolantė
joleta
jolė
jolita
jomantė
jomilė
jona
jonė
jonyta
jora
jorana
jordana
jorė
jorida
jorigė
jorilė
